text,topic,relevant_to_model fit linear likelihood value,similarity_to_model fit linear likelihood value,relevant_to_model plot data response residuals,similarity_to_model plot data response residuals,relevant_to_data effects model random analysis,similarity_to_data effects model random analysis,relevant_to_data model tree linear regression,similarity_to_data model tree linear regression,relevant_to_model data test deviance log,similarity_to_model data test deviance log
"Thus we would reject the null hypothesis that the smaller model is correct if 
 
For example, we might compar e the two linear models we have fit so far. The smaller 
model has just pergore and perAA while the larger model adds rural and equip along with 
an interaction. We  may compute the F-test as: 
> anova(lmod,lmodi) 
Analysis of Variance Table 
Model 1: undercount ~ pergore + perAA 
Model 2: undercount ~ cperAA + cpergore * rural + eguip 
  Res.Df    RSS  Df Sum of Sg    F Pr(>F) 
1 156 0.0932 
2 150 0.0818      6    0.0115 3.51 0.0028 
It does not matter that the variables have been  centered in the larger model but not in the 
smaller model, because the centering makes no difference to the RSS. The p-value here is 
small indicating the null hypothesis of preferring the smaller model should be rejected. 
One common F-test is the comparison of the current model to the null model, which is 
the model with no predictors and just an inte rcept term. This corresponds to the question 
of whether any of the variables have predictive value. For the larger model above, we can 
see that this F-statistic is 3.83 on 8 and 1 50 degrees of freedom with a p-value of 0.0004. 
We can see clearly that at least some of  the predictors have some significance. 
Another common need is to test specific predictors in the model. It is possible to use 
the general F-testing method: fit a model with the predictor and without the predictor and 
compute the F-statistic. It is important to know what other predictors are also included in 
the models and the results may differ if these ar e also changed. An a lternative approach is 
to use a t-statistic for testing the hypothesis: 
   
and check for significance using a t-distribution with n−p degrees of freedom. This 
approach will produce exactly the same p-value as the F-testing method. For example, in 
the larger model above, the test for th e significance of the proportion of African 
Americans gives a p-value of 0.3648. This indicates that this predictor is not statistically 
significant after adjusting for the effect of the other predictors on the response. 
We would usually avoid using the t-tests for the levels of qualitative predictors with 
more than two levels. For example, if we were interested in testing the effects of the 
various voting equipment, we would need to fit a model without this predictor and compute the corresponding F-test. A comparison of all m odels with one predictor less 
than the larger model may be obtained conveniently as: 
> dropl(lmodi, test=""F"") 
Single term deletions 
Model: 
undercount ~ cperAA + cpergore * rural + equip 
               Df Sum of Sq      RSS   AIC F value Pr 
(F) 
<none>                      0.081775 -1186 Extending the linear model with R     14",4,False,0.24090913,False,0.21821366,False,0.2018806,False,0.19930178,True,0.31301996
"them correctly. Another set of assumptions concerns the random part of the model: ε. We 
require that the errors have equal variance, be uncorrelated and have a normal 
distribution. We are also interested in detecting points, called outliers,  that are unusual in 
that they do not fit the model that seems adequate for the rest of the data. Ideally, we would like each case to have an equal contribution to the fitted model; yet sometimes a 
few points have a much larger effect  than others. Such points are called influential . 
Diagnostic methods can be graphical or numerical. We generally prefer graphical 
methods because they tend to be more versatile and informative. It is virtually impossible 
to verify that a given model is exactly correct. The purpose of the diagnostics is more to 
check whether the model is not grossly wrong. Indeed, a successful data analyst should pay more attention to avoiding big mistakes than optimizing the fit. 
A collection of four useful diagnostics can be simply obtained with: 
> plot (lmodi) 
as can be seen in Figure 1.4. The plot in the upper-left panel shows the residuals plotted against the fitted values. The plot can be used to detect lack of fit. If the residuals show 
some curvilinear trend, this is a sign that some change to the model is required, often a transformation of one of the variables. In this instance, there is no sign of such a problem. 
The plot is also used to check the constant variance assumption on the errors. In this case, 
it seems the variance is roughly constant as the fitted values vary. Assuming symmetry of the errors, we can effectively double the resolution by plotting the absolute value of the 
residuals against the fitted values. As it happens 
tends to be rather skewed and is better 
to use 
 Such a plot is shown in the lower-left panel, confirming what we have already 
observed about the constancy of the variance. Notice that a few larger residuals have 
been labeled. 
The residuals can be assessed for normality using a QQ plot . This compares the residuals 
to “ideal” normal observations. We plot the sorted residuals against 
 for i=1,…, 
n. This can be seen in the upper-right panel of Figure 1.4. In this plot, the points follow a 
linear trend (except for one or two cases), indicating that normality is a reasonable 
assumption. If we observe a curve, this  indicates skewness, suggesting a possible 
transformation of the response, while two ta ils of points diverging from linearity would 
indicate a long-tailed error, suggesting that we should consider robust fitting methods. 
Particularly for larger datasets, the normality assumption is not crucial, as the inference 
will be approximately correct in spite of the nonnormality. Only a clear deviation from 
normality should necessarily spur some action to change the model. 
The Cook statistics are a popular influe nce diagnostic because they reduce the 
information to a single value for each case. They are defined as: 
   
 Extending the linear model with R     16",1,False,0.21694171,True,0.37679392,False,0.23243155,False,0.1786863,False,0.2781896
"> termplot(lmodi,partial=TRUE,terms=1) 
The line is the least squares fit to the data on this plot as well as having the same  
 
Figure 1.5 Half-normal plot of the 
leverages is shown on the left and a 
partial residual plot for the proportion of African Americans is shown on the right.  
slope as the cperAA term in the current model. This plot gives us a snapshot of the 
marginal relationship between this predictor and the response. In this case, we see a linear 
relationship indicating that it is not worthwhile seeking transformations. Furthermore, 
there is no sign that a few points are having undue influence on the relationship. 
Robust regression:  Least squares works well when there are normal errors, but 
performs poorly for long-tailed errors. We ha ve identified a few potential outliers in the 
current model. One approach is to simply eliminate the outliers from the dataset and then 
proceed with least squares. This approach is  satisfactory when we are convinced that the 
outliers represent truly incorrect observations, but even then, detecting such cases is not 
always easy as multiple outliers can mask each  other. However, in other cases, outliers 
are real observations. Sometimes, removing these cases simply creates other outliers. A generally better approach is to use a robust alternative to least squares that downweights 
the effect of larger errors. The Huber method is the default choice of the rlm function, 
which is part of the MASS package of Venables and Ripley (2002): 
> library(MASS) 
> rlmodi <- rlm(undercount ~ 
cperAA+cpergore*rural+equip, gavote) 
> summary(rlmodi) 
Coefficients: 
                    Value   Std. Error t value 
(Intercept)          0.041   0.002     17.866 
cperAA               0.033   0.025      1.290 Introduction     19",1,False,0.13720684,True,0.40589625,False,0.167355,True,0.30331117,False,0.12961821
"Transformation:  Models can sometimes be improved by transforming the variables. 
Ideas for transformations can come from se veral sources. One method is to search 
through a family of possible transformations looking for the best fit. An example of this 
approach is the Box-Cox method of selecting a transformation on the response variable. Alternatively, the diagnostic plots for the cu rrent model can suggest transformations that 
might improve the fit or ameliorate an apparent violations of the assumptions. In other 
situations, transformations may be motivated by theories concerning the relationship between the variables or to aid the interpretation of the model. 
For this dataset, transformation of the response is problematic for both technical and 
interpretational reasons. The minimum undercount is exactly zero which precludes directly applying some popular transformations such as the log or inverse. An arbitrary 
fix for this problem is to add a small amount (say 0.005 here) to the response which 
would enable the use of all power transformations. The application of the Box-Cox 
method, using the boxcox function from the MASS package, suggests a square root 
transformation of the response. However, it is  difficult to give an interpre-tation to the 
regression coefficients with this transformation on the response. Other than no 
transformation at all, a logged response does allow a simple interpretation. For an 
untransformed response, the coefficients repr esent addition to the undercount whereas for 
a logged response, the coefficients can be interpreted as multiplying the response. So we 
see that, although transformations of the response might sometimes improve the fit, they 
can lead to difficulties with interpretation an d so should be applied with care. Another 
point to consider is that if the untransformed response was normally distributed, it will 
not be so after transformation. This suggests considering nonnormal, continuous 
responses as seen in Section 7.1, for example. 
Transformations of the predictors are le ss problematic. Let’s first consider the 
proportion of African Americans predictor in the current model. Polynomials provide a 
commonly used family of transformations. The use of orthogonal polynomials is recommended as these a more numerically stab le and make it easier to select the correct 
degree: 
> plmodi <- 1m(undercount ~ 
poly(cperAA,4)+cpergore*rural+equip, gavote) 
> summary(plmodi) 
Coefficients: 
                    Estimate Std. Error t value 
Pr(>|t|) 
(Intercept)          0.04346    0.00288   15.12  < 2e-
16 
poly (cperAA, 
4)1    0.05226    0.06939    0.75   0.4526 
poly (cperAA, 4)2   -0.00299    0.02613   -
0.11   0.9091 
poly (cperAA, 4)3   -0.00536    0.02427   -
0.22   0.8254 
poly (cperAA, 4)4   -0.01651    0.02420   -
0.68   0.4961 
cpergore             0.01315    0.05693    0.23   0.817
6 Introduction     21",1,False,0.16157576,True,0.30143565,False,0.15861668,False,0.23312181,False,0.23735276
"ruralurban          -0.01913    0.00474   -4.03 
0.000088 
equipOS-
CC           0.00644    0.00472    1.36   0.1746 
equipOS-
PC           0.01559    0.00588    2.65   0.0089 
equipPAPER          -0.01027    0.01720   -
0.60   0.5514 
equipPUNCH           0.01405    0.00687    2.05   0.042
5 
cpergore:ruralurban -0.01054    0.04136   -
0.25   0.7993 
Residual standard error: 0.0235 on 147 degrees of 
freedom 
Multiple R-Squared: 0.173, Adjusted R-squared: 0.111 
F-statistic: 2.79 on 11 and 147 DF,   p-value: 0.00254 
The hierarchy principle requires that we avoi d eliminating lower-order terms of a variable 
when high-order terms are still in the model. From the output, we see that the fourth-order term is not significant and can be eliminated. With standard polynomials, the 
elimination of one term would cause a change in the values of the remaining coefficients. 
The advantage of the orthogonal polynomials is that the coefficients for the lower-order terms do not change as we change the maximu m degree of the model. Here we see that 
all the terms of cperAA are not significant and all can be removed. Some insight into the 
relationship may be gained by plotting the fit on top of the partial residuals: 
> termplot(plmodi,partial=TRUE,terms=1) 
The plot, seen in the first panel of Figure 1. 6, shows that the quartic polynomial is not so 
different from a constant fit, explaining the lack of significance. 
Polynomial fits become less attractive with higher-order terms. The fit is not local in 
the sense that a point in one part of the ra nge of the variable affects the fit across the 
whole range. Furthermore, polynomials tend to ha ve rather oscillatory fits and extrapolate 
poorly. A more stable fit can be had using splines, which are piecewise polynomials. 
Various types of splines are available and th ey typically have the local fit and stable 
extrapolation properties. We demonstr ate the use of cubic B-splines here: 
> library (splines) 
> blmodi <- lm(undercount ~ cperAA+bs (cpergore, 
4)+rural+equip, gavote) 
Because the spline fit for cperAA was very  similar to orthogonal polynomials, we 
consider cpergore here for some variety. No tice that we have eliminated the interaction 
with rural for simplicity. The complexity of the B-spline fit may be controlled by 
specifying the degrees of freedom. We have used four here. The nature of the fit can be 
seen in the second panel of Figure 1.6: 
> termplot(blmodi,partial=TRUE,terms=2) Extending the linear model with R     22",0,False,0.1988245,False,0.23063514,False,0.12544692,True,0.309403,False,0.16795924
"Figure 1.6 Partial fits using orthogonal 
polynomials for cperAA (shown on the left) and cubic B-splines for cpergore 
(shown on the right).  
We see that the curved fit is not much different from a constant. 
Variable selection:  One theoretical view of the problem  of variable selection is that 
one subset of the available variables represents  the correct model for the data and that any 
method should be judged by its success in id entifying this correct model. While this may 
be a tempting world in which to test competing variable selection methods, it seems unlikely to match with reality. Even if we believe that a correct model even exists, it is 
more than likely that we will not have recorded all the relevant variables or not have 
chosen the correct transformations or functional form for the model amongst the set we choose to consider. We might then retreat from the initial goal and hope to identify the 
best model from the available set. Even then, we would need to define what is meant by 
best. 
Linear modeling serves two broad goals. Some build linear models for the purposes of 
prediction—they expect to observe new X and wish to predict y, along with measures of 
uncertainty in the prediction. Prediction perf ormance is improved by removing variables 
that contribute little or nothing to the model. We can define a criterion for prediction 
performance and search for the model that optim izes that criterion. One such criterion is 
the adjusted R
2 previously mentioned. The regsubsets function in the leaps package 
implements this search. For problems involv ing a moderate number of variables, it is 
possible to exhaustively search all possible models for the best. As the number of 
variables increases, exhaustive search become prohibitive and various stepwise methods 
must be used to search the model space. Th e implementation also has the disadvantage 
that it can only be applied to quantitative predictors. 
Another popular criterion is the Akaike Information Criterion or AIC defined as: 
AIC=−2 maximum log likelihood+2 p   
where p is the number of parameters. This criterion has the advantage of generality and 
can be applied far beyond normal linear models. The step command implements a Introduction     23",3,False,0.25206247,False,0.11459215,False,0.11524123,True,0.32871163,False,0.08454478
"stepwise search strategy through the space of possible models. It does allow qualitative 
variables and respects the hierarchy principle. We start by defining a rather large model: 
> biglm <- lm(undercount ~ (equip+econ+rural+atlanta) 
^2+ 
   (equip+econ+rural+atlanta)* (perAA+pergore), gavote) 
This model includes up to all two-way interactions between the qualitative variables 
along with all two-way interaction between a qualitative and a quantitative variable. All 
main effects are included. The step command sequentially eliminates terms to minimize 
the AIC: 
> smallm <- step (biglm, trace=F) 
The resulting model includes interactions betw een equip and econ, econ and perAA, and 
rural and perAA, together with the associated  main effects. The trace=F arguments blocks 
the large amount of intermediate model information that we would otherwise see. 
Linear modeling is also used to try to understand the relationship between the 
variables—we want to develop an explanation for the data. For this dataset, we are much 
more interested in explanation than prediction. However, the two goals are not mutually 
exclusive and often the same methods are used for variable selection in both cases. Even 
so, when explanation is the goal, it may be unwise to rely on completely automated variable selection methods. For example, the proportion of voters for Gore was 
eliminated from the model by the AIC-based step method and yet we know this variable 
to be strongly correlated with  the proportion of African Americans which is in the model. 
It would be rash to conclude that the latter variable is important and the former is not—
the two are intertwined. Researchers interested  in explaining the relationship may prefer a 
more manual variable selection approach th at takes into account background information 
and is geared toward the substantive questions of interest. 
The other major class of variable selection methods is based on testing. We can use F-
tests to compare larger models with smaller nested models. A stepwise testing approach can then be applied to select a model. The consensus view among statisticians is that this 
is an inferior method to variable selection compared to the criterion-based methods. 
Nevertheless, testing-based methods are still useful, particularly when under manual 
control. They have the advantage of applicability across a wide class of models where 
tests have been developed. They allow the user to respect restrictions of hierarchy and 
situations where certain variables must be  included for explanatory purposes. Let’s 
compare the AlC-selected models abov e to models with one fewer term: 
> dropl(smallm,test=""F"") 
Single term deletions 
Model: 
undercount ~ equip + econ + rural + perAA + equip:econ 
+ equip:perAA + 
    rural:perAA 
            Df Sum of Sq    RSS   AIC F value  Pr(F) 
<none>                   0.0536 -1231 Extending the linear model with R     24",3,False,0.2752874,False,0.22408788,False,0.28368273,True,0.35822713,False,0.15845725
"Because there are only two pape r-using counties, there is insu fficient data to estimate the 
interaction terms involving paper. This model output is difficult to interpret because of 
the interaction terms. 
Conclusion:  Let’s attempt an interpretation of this final model. Certainly we should 
explore more models and check more diagnostics, so our conclusions can only be 
tentative. The reader is invited to investigate other possibilities. 
To interpret interactions, it is often helpful to  construct predictions for all the levels of 
the variables involved. Here we generate all combinations of equip and econ for a median 
proportion of perAA: 
> pdf <- data.frame(econ=rep(levels(gavote$econ),5) , 
  equip=rep(levels(gavote$equip),rep(3,5)),perAA=0.233) 
We now compute the predicted undercount for all 15 combinations and display the result 
in a table: 
> pp <- predict (finalm, new=pdf) 
> xtabs(round(pp,3) ~ econ + equip, pdf) 
         equip 
econ      LEVER  OS-CC  OS-PC  PAPER  PUNCH 
  middle  0.032  0.046  0.039  0.004  0.037 
  poor    0.052  0.055  0.108  0.024  0.053 
  rich    0.015  0.031  0.009 -0.013  0.040 
We can see that the undercount is lower in ri cher counties and higher in poorer counties. 
The amount of difference depends on the voting system. Of the three most commonly used voting methods, the LEVER method seems best. It is hard to separate the two 
optical scan methods, but ther e is clearly a problem with the precinct count in poorer 
counties, which is partly due to the two outliers we observed earlier. We notice one 
impossible prediction—a negative undercount in rich paper-using counties, but given the 
absence of such data (there were no such counties), we are not too disturbed. 
We use the same approach to investigate the relationship between the proportion of 
African Americans and the voting equipment. We set the proportion of African 
Americans at three levels—the first quartile, the median and the third quartile and then 
compute the predicted undercount for all types of voting equipment. We set the econ variable to middle: 
> pdf <- 
data.frame(econ=rep(""middle"",15),equip=rep(levels(gavot
e$equip) , 
  rep(3,5)),perAA=rep(c(.11,0.23,0.35),5)) 
> pp <- predict(finalm, new=pdf) 
We create a three-level factor for the three le vels of perAA to aid the construction of the 
table: 
> propAA <- gl(3,1,15,labels=c(""low"",""medium"", ""high"")) 
> xtabs(round(pp,3) ~ propAA + equip, pdf) Extending the linear model with R     26",3,False,0.15290877,False,0.21906926,True,0.3194657,False,0.18386137,False,0.16706327
"equip 
propAA    LEVER  OS-CC  OS-PC  PAPER   PUNCH 
  low     0.037  0.038  0.045 -0.007   0.031 
  medium  0.032  0.046  0.039  0.003   0.036 
  high    0.027  0.053  0.034  0.014   0.042 
We see that the effect of the proportion of  African Americans on  the undercount is 
mixed. High proportions are associated wi th higher undercounts for OS-CC and PUNCH 
and associated with lower unde rcounts for LEVER and OS-PC. 
In summary, we have found that  the economic status of a co unty is the clearest factor 
determining the proportion of undercounted vo tes, with richer counties having lower 
undercounts. The type of voting equipment and the proportion of African Americans do 
have some impact on the response, but the di rection of the effects are not simply stated. 
We would like to emphasize again that this da taset deserves further analysis before any 
definitive conclusions are drawn. 
Exercises  
Since this is a review chapter, it is best to consult the recommended background texts for 
specific questions on linear models. However, it is worthwhile gaining some practice 
using R on some real data. Your data analysis should consist of: 
• An initial data analysis that explores the numerical and graphical characteristics of the 
data. 
• Variable selection to choose the best model. 
• An exploration of transformations to improve the fit of the model. 
• Diagnostics to check the assumptions of your model.  
• Some predictions of future observations for interesting values of the predictors. 
• An interpretation of the meaning of the mode l with respect to the particular area of 
application. 
There is always some freedom in deciding which methods to use, in what order to apply 
them, and how to interpret the results. So th ere may not be one clear right answer and 
good analysts may come up with different models. 
Here are some datasets which should provide some good practice at building linear 
models: 
1. The swiss data—use Fertility as the response. 
2. The rock data—use perm as the response. 
3. The mtcars data—use mpg as the response. 
4. The attitude data—use rating as the response. 
5. The prostate data—use lpsa as the response. 
6. The teengamb data—use gamble as the response. Introduction     27",3,False,0.07396208,False,0.1755626,True,0.30752555,False,0.17095476,False,0.11370424
"We might consider the number of damage incidents to be binomially distributed. For a 
linear model, we require the errors to be approximately normally di stributed for accurate 
inference. However, for a binomial with only six trials, the normal approx- 
 
Figure 2.1 Damage to O-rings in 23 
space shuttle missions as a function of 
launch temperature. Least squares fit 
line is shown.  
imation is too much of a stretch. Furthermore, the variance of a binomial variable is not 
constant which violates another crucial assumption of the linear model. 
The standard linear model is clearly not dire ctly suitable here. Although, we could use 
transformation and weighting to  correct some of these problem s, it is better to develop a 
model that is directly suited for binomial data. 
2.2 Binomial Regression Model  
Suppose the response variable Yi for i=1,…, ni is binomially distributed B(n i, pi) so that: 
   
We further assume that the Yi are independent. The individu al trials that compose the 
response Yi are all subject to the same q predictors ( xi1,…, xiq). The group of trials is 
known as a covariate class . We need a model that describes the relationship of x1,…, xq 
to p. Following the linear model approach, we construct a linear predictor:  
ηi=β0+β1xi1+…+βqxiq   Binomial data     29",2,False,0.08584046,False,0.13276607,True,0.34425488,False,0.16195962,False,0.17551908
"> summary(probitmod) 
Coefficients: 
            Estimate Std. Error z value Pr(>|z|) 
(Intercept)   5.5915     1.7105    3.27   0.0011 
temp         -0.1058     0.0266   -3.98  6.8e-05 
(Dispersion parameter for binomial family taken to be 
1)  
    Null deviance: 38.898 on 22 degrees of freedom 
Residual deviance: 18.131 on 21 degrees of freedom 
AIC: 34.89 
Although the coeffici ents seem quite different, the fits are similar, particularly in the 
range of the data, as seen in Figure 2.2: 
> lines(x, pnorm(5.5915-0.1058*x), lty=2) 
We can predict the response at 31°F for both models: 
> ilogit (11.6630-0.2162*31) 
[1] 0.99304 
> pnorm(5.5915-0.1058*31) 
[1] 0.9896 
We see a very high probability of damage with either model although we still need to 
develop some inferential techniques before we leap to conclusions. 
2.3 Inference  
Consider two models, a larger model with l parameters and likelihood LL and a smaller 
model with s parameters and likelihood LS where the smaller model represents a linear 
subspace (a linear restriction on the paramete rs) of the larger model. Likelihood methods 
suggest the likelihood ratio statistic: 
 (2.1) 
as an appropriate test statistic for comparing the two models. Now suppose we choose a 
saturated larger model—such a model typically has as many parameters as cases and has 
fitted values 
 In such a case, the test statistic becomes: 
   
where ŷi are the fitted values from the smaller model. Now since the saturated model fits 
as well as any model can fit, the deviance D  measures how close the (smaller) model 
comes to perfection. Thus deviance is a measure of goodness of fit. In the output for the Extending the linear model with R     32",0,False,0.26057065,True,0.3086982,False,0.25446367,False,0.16662614,True,0.37851995
"models above, the Residual deviance is the deviance for the current model while the Null 
deviance is the deviance for a model with no predictors and just an intercept term. 
Provided that Y is truly binomial and that the ni are relatively large, the deviance is 
approximately χ2 distributed with n–l degrees of freedom if the model is correct. Thus we 
can use the deviance to test whether the model is an adequate fit. For the logit model of 
the Challenger data, we may compute: 
> pchisq(deviance(logitmod) , 
df.residual(logitmod),lower=FALSE) 
[1] 0.71641 
Since this p-value is well in excess of 0.05, we may conclude that this model fits 
sufficiently well. Of course, this does not mean that this model is correct or that a simpler 
model might not also fit adequately. Even so, for the null model:  
> pchisq(38.9,22,lower=FALSE) 
[1] 0.014489 
we see that the fit is inadequate, so we cannot ascribe the response to simple variation not 
dependent on any predictor. Note that a 
 variable has mean d and standard deviation 
so that it is often possible to quickly judge whether a deviance is large or small 
without explicitly computing the p-value. If the deviance is far in excess of the degrees of 
freedom, the null hypothesis can be rejected. 
The χ2 distribution is only an  approximation that becomes more accurate as the ni 
increase. For the case, ni=1, when yi=0 or 1, in other words, a binary response, the 
deviance reduces to: 
   
For a deviance to measure fit, it has to compare the fitted values 
 to the data yi, but here 
we have only a function of 
 Thus this deviance does not assess goodness of fit and 
furthermore, it is not even approximately χ2 distributed. Other methods must be used to 
judge goodness of fit for binary data—for example, the Hosmer-Lemeshow test described 
in Hosmer and Lemeshow (2000). 
The approximation is very poor for small ni. Although it is not possible to say exactly 
how large ni should be for an adequate approximation, ni≥5 has often been suggested. 
Permutation or bootstrap methods might be considered as an alternative. 
We can also use the deviance to compare two nested models. The test statistic in (2.1) 
becomes DS—DL. This test statistic is asymptotically distributed 
 assuming that the 
smaller model is correct and the distributional assumptions hold. We can use this to test 
the significance of temperature by computing the difference in the deviances between the 
model with and without temperature. The model without temperature is just the null model and the difference in degrees of freedom or parameters is one: Binomial data     33",0,False,0.26683235,False,0.24107167,False,0.1639862,False,0.17322636,True,0.5182659
